user_id,item_id,rating
3971,W11,1.4
1122,W465,1.1
3509,W63,1.7
3785,W348,4.3
2484,W242,4.5
4809,W426,1.6
410,W41,4.3
503,W290,4.2
3772,W223,4.3
1763,W434,1.7
1153,W449,4.3
548,W152,3.7
1349,W242,3.3
844,W281,3.3
4038,W333,3.6
4709,W462,3.8
384,W76,4.3
4731,W470,2.7
1594,W392,2.1
3754,W284,1.4
799,W174,2.8
899,W281,1.9
230,W205,1.1
3294,W495,5.0
1087,W399,2.1
1242,W291,1.2
3307,W349,3.1
483,W221,3.0
1055,W102,3.9
3668,W457,3.4
3294,W340,2.9
4626,W410,4.0
3152,W105,2.8
1555,W61,3.5
1805,W152,4.7
1423,W293,1.9
4521,W266,4.1
3058,W61,4.6
2066,W91,4.7
1236,W286,4.8
1915,W402,4.7
776,W327,4.1
2089,W229,2.6
2289,W296,3.3
1300,W450,2.4
3788,W217,3.8
4249,W461,4.7
351,W451,4.0
2397,W31,4.2
568,W326,3.3
1628,W302,3.8
2102,W79,4.0
3757,W21,3.6
2422,W499,2.4
2967,W36,2.8
2830,W248,3.6
2303,W250,2.6
3979,W28,2.5
451,W225,2.9
1036,W214,3.7
4818,W247,3.9
2188,W106,3.3
2220,W393,2.6
763,W273,1.8
2875,W414,5.0
1835,W317,4.1
44,W198,3.2
2795,W195,1.4
4284,W110,3.5
3288,W209,2.7
3286,W158,2.8
3530,W429,4.8
3708,W386,2.6
4028,W207,3.2
2966,W373,1.1
4100,W499,2.0
1262,W303,1.1
3970,W216,1.2
1673,W220,3.1
3550,W296,3.5
2317,W266,3.4
2203,W329,4.8
1859,W120,3.7
879,W138,4.6
2945,W245,2.7
2407,W127,1.5
914,W68,3.8
3097,W323,2.7
2264,W159,2.4
1715,W116,4.9
732,W344,4.3
4583,W419,1.5
1325,W101,2.9
931,W428,3.8
3788,W309,3.9
4221,W500,2.4
4014,W449,4.5
573,W478,2.4
2805,W279,2.0
4987,W441,2.9
2824,W157,4.0
1397,W481,3.4
1971,W410,4.1
324,W73,1.4
3334,W205,1.5
1820,W208,4.9
4217,W499,3.5
1114,W210,4.0
3893,W276,2.3
4514,W414,3.8
4745,W425,1.9
3476,W262,1.7
2873,W332,3.5
3968,W72,2.5
4688,W320,2.3
3843,W85,2.8
4434,W7,2.6
2122,W210,4.7
1362,W369,1.8
2482,W284,4.1
3537,W222,4.6
2390,W183,1.8
1166,W243,1.4
754,W87,4.4
1403,W146,3.6
1847,W188,4.4
1602,W416,2.2
4977,W45,1.4
884,W173,2.1
376,W233,4.6
3620,W202,4.0
3075,W457,2.0
158,W300,1.2
2566,W342,3.4
3966,W42,4.8
2188,W157,3.2
1715,W75,1.0
2821,W1,3.7
1343,W307,2.9
1201,W392,2.5
724,W472,1.6
1833,W10,1.5
3894,W286,3.1
2683,W217,2.9
1846,W101,3.4
3209,W109,1.5
1685,W137,3.9
620,W493,4.6
2942,W182,2.8
2630,W129,3.1
3660,W16,2.2
2724,W43,3.4
2333,W250,4.1
2881,W48,1.6
4068,W418,4.7
1375,W445,1.4
3422,W30,2.6
915,W224,2.3
3147,W119,2.0
417,W38,4.7
3217,W348,2.6
3159,W307,4.6
4579,W142,1.9
2898,W455,4.6
4090,W455,2.5
1881,W486,3.3
354,W16,3.6
3957,W345,3.9
96,W362,2.0
1880,W458,4.6
1219,W42,2.2
2383,W282,4.4
894,W20,4.9
390,W236,4.7
4215,W56,1.8
3607,W116,4.8
1633,W304,1.1
2850,W35,1.6
491,W453,3.7
2729,W458,2.0
4957,W316,4.5
3970,W162,1.6
1580,W369,1.9
3377,W315,2.9
243,W89,4.7
3552,W228,2.0
2856,W9,1.5
2329,W115,3.5
4107,W426,4.9
4317,W380,1.4
1193,W349,1.5
355,W1,1.7
1074,W284,4.5
1306,W247,1.4
4476,W200,1.6
3085,W313,3.9
3607,W490,3.4
1246,W304,4.7
2124,W159,3.0
4867,W308,4.4
1206,W35,5.0
2447,W42,1.5
2130,W199,3.9
4517,W234,3.8
477,W186,2.8
1105,W460,2.5
2365,W86,3.3
1863,W89,4.6
4691,W23,4.1
1825,W173,1.4
3793,W40,3.6
3589,W207,4.4
656,W250,4.0
546,W144,1.8
727,W121,2.0
4117,W64,2.5
1439,W122,1.9
2000,W246,4.7
4936,W469,1.5
1461,W3,3.0
2888,W320,2.8
3334,W308,1.2
830,W33,3.1
1733,W280,1.1
2243,W232,4.4
2115,W196,2.9
2132,W456,2.1
1325,W320,1.3
316,W403,3.0
2527,W289,2.5
4029,W168,4.0
1558,W303,3.7
3608,W359,4.0
2630,W259,1.2
1207,W495,1.6
3696,W242,2.4
805,W1,4.6
1222,W337,2.1
2282,W268,3.6
4384,W314,2.9
1999,W144,2.6
2584,W70,3.3
3335,W306,4.6
1075,W18,3.6
3743,W274,2.9
1475,W475,4.3
3826,W224,3.7
3226,W13,4.5
1033,W275,1.1
734,W488,4.6
2277,W359,1.3
3437,W89,3.9
673,W446,3.1
4317,W343,2.8
3137,W25,2.5
882,W463,2.1
3862,W293,1.8
2465,W126,3.9
2375,W33,3.8
3099,W418,2.7
535,W123,2.1
4334,W71,4.9
3442,W266,3.2
1619,W479,2.7
913,W193,3.9
947,W291,1.8
4145,W90,1.2
3365,W405,2.3
1309,W258,2.8
763,W119,4.0
612,W460,1.0
2037,W54,1.7
4808,W247,1.3
4965,W104,4.8
105,W348,1.4
2251,W393,4.5
2212,W158,1.5
1318,W219,2.3
1575,W241,2.4
1164,W345,1.7
760,W31,2.5
319,W498,2.2
4029,W66,4.1
732,W12,1.4
4639,W493,4.0
3773,W307,1.9
490,W406,4.1
1784,W102,2.8
1210,W455,4.1
1297,W302,2.1
87,W296,4.4
1917,W305,4.6
2955,W397,1.8
1800,W416,4.2
4172,W409,1.5
3897,W351,1.7
781,W274,1.6
4559,W233,3.3
3624,W174,1.8
3872,W69,2.7
847,W90,3.5
4436,W304,2.4
1833,W40,2.6
1785,W159,4.6
2668,W248,4.6
3592,W485,4.4
4176,W42,1.6
1141,W82,2.2
4986,W323,3.9
2934,W351,1.5
1490,W276,4.9
2241,W61,1.7
4684,W236,2.1
1904,W315,1.9
3794,W287,2.3
4531,W412,1.9
1471,W441,1.4
4611,W167,1.9
4728,W79,3.7
3965,W42,1.8
3871,W383,3.3
2017,W48,4.1
1651,W88,1.8
3197,W1,4.5
2108,W164,3.8
1396,W126,3.4
626,W452,2.7
551,W18,3.5
4112,W24,3.1
460,W259,3.0
1866,W476,2.7
353,W397,1.8
511,W482,4.1
561,W169,1.6
1940,W54,3.9
2527,W137,2.0
4360,W188,3.6
797,W54,2.4
666,W198,1.7
4563,W467,1.1
4461,W334,4.2
2664,W65,4.6
3963,W37,2.2
4935,W264,3.5
3608,W406,1.4
4758,W394,4.2
4105,W367,4.7
3409,W417,3.2
3358,W8,2.0
1343,W3,1.3
103,W63,4.8
4280,W221,2.9
942,W384,1.6
3603,W298,4.8
552,W213,4.0
1429,W391,2.7
4013,W275,3.7
622,W297,1.3
4633,W298,3.9
4952,W493,3.0
3292,W426,1.2
4165,W9,4.4
1176,W141,1.8
4436,W5,3.9
313,W486,1.3
3155,W170,2.8
3619,W134,3.7
1087,W401,1.5
91,W444,4.3
4044,W99,1.4
2875,W285,2.1
2712,W147,2.9
143,W285,1.7
4322,W288,1.9
4198,W52,1.7
534,W180,4.3
2073,W187,3.5
1177,W160,3.3
1776,W40,1.2
516,W189,3.3
198,W136,4.2
4171,W429,1.6
2780,W338,2.6
1658,W352,4.5
4422,W181,2.1
3866,W30,4.4
3269,W327,2.1
2131,W192,3.8
1162,W127,3.0
820,W409,3.5
4849,W71,3.3
4952,W499,2.8
621,W178,1.5
4737,W337,2.0
1233,W187,2.0
3561,W326,2.0
4296,W246,1.4
3786,W179,4.1
2021,W85,4.6
619,W110,4.9
4252,W157,3.8
4637,W138,4.1
4100,W325,2.8
207,W385,2.8
2606,W334,3.2
1573,W82,4.3
4039,W400,3.6
3822,W408,4.8
3753,W257,2.1
4123,W68,1.1
4939,W286,2.1
2883,W50,3.4
613,W195,4.7
3921,W244,4.2
2777,W449,2.3
3744,W39,2.9
3852,W274,2.3
2777,W85,1.1
4745,W19,1.7
3653,W265,4.6
912,W56,1.5
864,W145,1.3
3022,W283,4.1
1428,W259,4.8
4881,W61,2.2
1739,W398,2.9
2420,W442,3.2
4244,W485,1.7
955,W261,2.7
485,W361,2.4
291,W287,2.7
1007,W471,2.8
3239,W138,2.0
3874,W289,2.2
1323,W22,4.0
3143,W471,3.3
1720,W461,2.4
1473,W248,3.4
3329,W322,3.3
1396,W109,4.3
1005,W279,2.0
3811,W143,1.9
1785,W485,1.7
4290,W204,4.3
1608,W113,4.3
2320,W119,1.8
3427,W16,1.0
4512,W164,2.1
146,W153,1.9
2700,W119,2.2
381,W316,3.2
3886,W88,2.5
4892,W164,2.1
3455,W472,4.3
4357,W132,2.8
2252,W201,3.2
2139,W136,2.6
3119,W482,4.9
2763,W174,4.4
4122,W486,2.7
1960,W421,4.0
255,W491,3.6
2260,W46,4.1
1376,W250,4.7
3496,W304,4.9
3126,W436,1.9
4900,W359,3.3
4818,W257,3.8
2909,W217,2.3
4203,W17,3.7
1389,W473,4.3
28,W18,2.1
3011,W230,4.5
1359,W170,2.7
993,W279,2.6
3230,W23,3.7
974,W350,4.8
1491,W296,4.2
4151,W26,1.3
1711,W224,4.9
3488,W90,1.8
3345,W437,4.1
997,W294,2.9
3292,W364,1.0
3585,W131,1.2
4243,W369,3.9
256,W294,3.9
4785,W290,4.1
3039,W185,1.4
2057,W123,3.7
875,W432,1.4
2595,W369,4.8
4690,W226,1.2
1017,W466,4.4
3682,W497,2.9
1990,W212,3.7
2042,W240,3.7
1058,W43,3.5
848,W290,1.7
1966,W97,1.8
2815,W186,1.4
2683,W64,3.0
1598,W121,3.9
2072,W80,2.1
1389,W392,1.8
2855,W276,3.1
4494,W67,4.2
102,W31,2.9
2325,W74,2.3
845,W287,4.6
3423,W138,2.8
4949,W358,4.9
1450,W237,4.4
2887,W234,4.8
4629,W197,3.4
3339,W316,2.2
2973,W273,1.6
4263,W385,2.8
954,W228,4.9
4407,W233,3.0
207,W336,3.9
4654,W319,1.6
1322,W352,3.2
548,W460,3.5
3548,W483,2.7
944,W493,3.7
2139,W162,3.0
3872,W275,3.4
4763,W50,3.7
4557,W446,3.3
1186,W212,1.2
1476,W190,2.4
2676,W402,4.1
481,W300,4.6
4473,W393,2.1
1280,W478,3.1
3973,W402,1.9
2319,W97,4.1
4175,W490,2.7
1641,W274,1.6
1175,W387,2.4
2618,W490,3.6
2752,W282,1.4
3285,W155,4.7
1221,W176,3.6
1593,W477,1.7
3529,W330,4.6
3018,W286,3.5
1451,W137,2.9
3922,W334,3.1
3506,W296,3.1
825,W201,2.4
3743,W152,1.8
1181,W347,3.1
339,W141,1.5
2900,W99,4.5
4676,W66,2.6
2129,W202,3.3
2211,W190,3.5
1493,W351,4.8
3025,W333,2.0
3180,W224,1.8
1552,W84,3.0
4944,W348,2.9
3684,W385,4.5
4851,W107,1.9
2134,W450,1.8
3907,W208,4.1
3809,W405,3.4
3304,W112,2.7
1847,W36,2.1
3303,W158,1.8
231,W298,2.0
1398,W257,3.1
1762,W466,2.9
1830,W370,1.5
1026,W213,3.3
2012,W307,4.3
42,W415,1.5
2889,W458,3.6
4282,W97,3.6
697,W477,3.0
2145,W366,1.0
2248,W175,2.2
1766,W150,2.5
2257,W54,1.4
1332,W160,3.6
266,W488,3.9
2810,W22,4.3
2912,W36,4.9
996,W185,2.2
1840,W180,4.5
2566,W73,1.8
4368,W288,3.6
4730,W118,3.1
3004,W465,3.5
1480,W145,3.8
1331,W295,2.8
3022,W132,4.3
1333,W159,1.9
2753,W390,3.2
2896,W289,3.9
1025,W218,2.4
389,W104,2.1
3015,W496,4.5
1934,W181,2.5
326,W255,3.0
872,W107,4.7
517,W117,3.2
2501,W395,2.8
1429,W285,4.0
548,W46,2.0
4364,W271,1.1
1581,W115,1.1
1422,W84,1.4
2572,W443,1.3
709,W173,1.2
974,W22,4.6
2609,W456,3.7
4012,W340,3.4
2294,W46,2.2
4159,W97,1.4
4693,W371,4.7
1394,W322,2.5
2012,W403,2.7
3777,W360,3.1
4855,W200,3.2
3699,W419,3.5
3394,W315,4.7
4455,W164,1.3
1264,W255,3.0
3028,W346,1.9
2449,W144,3.1
3596,W447,3.3
3280,W6,4.5
314,W401,2.1
522,W181,4.0
3334,W349,2.5
606,W286,1.7
4224,W274,4.8
4997,W339,2.4
3360,W440,2.9
4714,W187,2.6
4885,W484,4.9
2026,W149,3.9
3097,W305,3.5
3623,W440,4.8
3215,W452,2.5
3640,W349,2.3
976,W94,3.7
2435,W435,3.6
1622,W4,1.7
1843,W288,2.7
3099,W382,1.6
4895,W493,1.6
259,W378,1.0
2265,W383,3.8
4754,W388,2.9
840,W299,3.5
1890,W337,1.8
2879,W23,2.4
1565,W7,3.1
3970,W116,4.9
3043,W465,2.5
2815,W162,2.9
4148,W433,4.0
259,W432,1.3
2042,W497,1.3
2509,W157,1.4
4208,W87,4.6
4187,W185,1.1
1797,W443,1.7
3775,W52,1.8
2201,W211,3.7
1264,W147,1.0
4719,W486,3.4
4186,W412,2.3
2916,W494,4.0
598,W447,1.4
2796,W29,4.1
3551,W405,1.5
4271,W77,1.8
126,W469,3.6
3292,W362,2.5
3236,W455,4.8
1576,W481,1.5
108,W362,4.6
1444,W359,3.6
4944,W214,3.1
4738,W200,2.8
3777,W376,2.5
265,W419,2.3
4425,W13,1.7
671,W396,1.3
4018,W376,2.9
4629,W122,2.8
925,W283,3.8
1722,W276,4.2
3636,W38,2.6
2642,W413,3.4
3008,W397,1.5
4082,W456,2.8
3822,W73,4.8
2697,W198,4.1
160,W46,2.4
3596,W307,4.8
4794,W400,4.4
4839,W327,3.1
3687,W340,3.9
953,W461,1.0
779,W274,2.7
2512,W315,2.0
134,W108,3.5
1116,W149,4.3
4929,W327,3.6
2882,W287,1.8
804,W113,4.1
2132,W231,1.0
295,W303,4.3
4546,W325,2.9
391,W380,3.7
2257,W274,4.5
4289,W322,4.6
2149,W428,3.4
3279,W200,3.2
4610,W494,1.5
4605,W317,4.9
532,W37,2.1
1125,W14,4.6
411,W356,1.3
1115,W15,4.5
4203,W2,3.1
521,W50,1.9
4643,W146,1.3
2687,W251,2.6
2101,W321,3.0
4202,W91,2.2
1413,W396,2.9
2863,W326,2.4
76,W91,1.9
837,W470,3.1
1139,W134,4.6
4670,W94,1.9
206,W424,2.0
2950,W67,2.7
3536,W86,1.8
3742,W349,2.9
4596,W249,2.0
3782,W153,2.5
3808,W258,4.3
3806,W213,3.7
7,W201,4.8
3212,W37,4.0
3163,W469,3.7
4132,W311,4.6
4555,W272,3.4
2437,W298,3.5
4297,W394,3.1
757,W89,4.4
3947,W440,4.0
15,W314,3.6
1551,W299,2.0
3276,W159,3.8
3297,W289,3.7
993,W316,1.6
3557,W228,1.2
3740,W378,4.3
3249,W432,3.1
2678,W85,1.4
822,W43,4.8
2698,W88,3.1
579,W40,1.7
1682,W421,1.6
1512,W423,3.1
1063,W109,1.5
2738,W220,3.6
2754,W255,4.5
1229,W175,4.3
3409,W99,4.7
3589,W445,2.3
2971,W171,3.3
1871,W349,2.0
3602,W494,1.4
3271,W377,3.0
2990,W261,4.1
2034,W422,1.4
4231,W494,1.1
2140,W367,4.3
1147,W268,3.1
2612,W310,1.2
2026,W329,1.8
4106,W405,1.1
3310,W345,4.5
3419,W499,3.5
4252,W381,3.6
3741,W375,4.9
1650,W61,4.6
2672,W195,3.4
4029,W18,2.3
2082,W378,3.1
2906,W481,3.2
1679,W345,1.1
294,W176,1.7
3821,W213,3.1
3342,W446,1.8
4073,W404,4.2
1723,W154,4.7
1587,W348,1.4
1487,W417,2.9
3512,W262,2.0
1278,W265,5.0
1317,W402,2.5
2692,W88,4.7
184,W221,2.3
4743,W462,3.4
1087,W475,3.7
4959,W347,2.3
3698,W191,4.5
3338,W372,3.2
4844,W338,3.5
2302,W481,2.0
4471,W410,3.6
530,W378,2.7
3909,W434,3.1
1801,W73,3.5
4355,W199,3.3
2107,W132,4.3
3217,W462,4.7
2759,W61,3.8
1772,W311,1.2
1895,W328,3.4
4111,W414,2.3
250,W333,2.6
4618,W12,2.7
4826,W18,2.9
915,W256,2.2
1907,W429,4.0
1871,W490,2.8
4028,W7,2.2
4792,W407,3.0
1034,W398,1.8
4130,W88,3.8
4306,W413,3.2
4176,W310,3.6
1694,W345,1.6
4085,W458,4.0
2031,W197,1.1
4472,W16,3.7
3071,W316,1.7
3822,W339,2.0
3817,W221,4.5
2578,W139,4.0
497,W292,2.1
2818,W323,3.3
4925,W179,3.0
1859,W55,4.1
4314,W208,2.8
1568,W478,4.2
3953,W356,1.4
3839,W143,3.8
1455,W134,1.2
4709,W162,2.9
4653,W194,3.6
3668,W125,4.5
2447,W138,4.8
921,W375,4.6
727,W353,1.7
1453,W55,4.1
4009,W25,1.8
4926,W467,2.0
2410,W169,2.7
4771,W293,2.1
2560,W66,4.2
4876,W4,2.4
3,W207,4.5
1864,W161,1.7
1193,W331,1.6
116,W460,3.1
1518,W282,2.9
2803,W309,2.9
3943,W169,1.8
3426,W465,1.5
2927,W375,1.6
1998,W357,3.1
2980,W120,4.1
900,W166,4.7
4736,W120,3.4
4116,W361,2.1
3354,W259,1.4
4926,W474,3.5
2311,W35,3.7
2599,W41,3.7
2585,W310,2.9
2036,W414,2.8
1184,W271,4.3
2738,W372,4.6
1034,W95,2.0
4498,W106,1.1
2939,W447,2.6
612,W416,2.8
3611,W212,1.2
2898,W459,1.9
3657,W230,2.7
2920,W111,3.7
490,W481,4.0
4193,W87,3.0
803,W50,2.8
2897,W285,4.9
41,W398,4.3
4234,W455,2.5
4386,W33,1.8
3552,W406,1.3
3066,W486,4.5
3540,W211,3.0
2593,W96,3.2
2222,W338,2.4
4953,W342,1.4
1597,W478,2.3
1353,W358,1.7
330,W138,1.5
3977,W112,2.0
3109,W126,2.2
1658,W233,4.6
4371,W432,2.8
4089,W198,2.8
2843,W428,4.5
2038,W284,2.8
1249,W25,4.9
1833,W192,4.8
897,W70,2.1
618,W131,4.2
3578,W266,4.5
1849,W408,4.2
2687,W470,1.6
4783,W358,1.4
3266,W42,4.8
3588,W310,3.4
1847,W96,2.9
1911,W7,1.9
4811,W375,4.6
1092,W262,1.8
4300,W3,3.8
4829,W325,1.6
949,W1,1.5
791,W163,1.4
2834,W491,4.1
188,W172,4.7
1418,W497,2.4
3797,W106,2.3
2828,W194,4.1
4889,W258,2.7
1040,W46,2.7
1311,W143,3.3
4445,W209,1.8
2567,W359,1.3
3556,W222,3.2
3855,W312,3.4
4229,W445,2.6
1514,W423,4.8
3975,W288,4.0
459,W165,3.9
2715,W185,4.2
586,W472,2.9
3924,W19,1.2
248,W491,3.6
3377,W225,1.1
655,W495,3.0
4642,W158,4.7
46,W478,4.9
3370,W65,2.3
782,W212,3.5
4649,W249,4.4
223,W89,3.9
32,W390,2.5
3610,W220,4.4
4956,W16,1.1
4504,W245,4.4
454,W216,2.9
10,W452,3.9
833,W472,1.7
3624,W207,3.0
842,W273,2.8
2053,W490,1.2
2616,W447,3.5
4365,W404,3.0
470,W171,4.3
2189,W408,4.4
43,W418,4.8
4673,W427,4.9
344,W414,2.9
1493,W7,2.6
4012,W201,3.6
1364,W49,3.6
2123,W8,2.9
791,W280,4.9
980,W272,3.7
3117,W374,2.7
4231,W239,1.2
1301,W5,3.3
2835,W44,2.5
1594,W212,3.9
78,W53,4.6
573,W63,2.2
4451,W410,1.4
904,W339,4.0
2091,W62,2.0
4665,W264,1.9
1811,W329,3.5
2652,W128,1.4
3091,W87,2.9
1295,W350,3.9
4844,W268,4.7
914,W47,3.1
1126,W61,2.3
538,W136,1.8
3039,W267,1.7
3909,W278,2.6
4988,W339,4.6
4457,W74,1.7
852,W315,1.3
3366,W380,2.3
2508,W2,4.0
4894,W133,3.0
3223,W469,1.8
406,W223,2.9
4815,W391,4.2
2684,W194,1.8
1982,W397,2.7
1885,W375,1.6
150,W103,4.1
2911,W102,3.8
582,W149,1.1
2104,W192,1.4
4846,W8,2.9
1342,W343,3.2
4603,W330,4.9
3376,W321,1.8
884,W135,1.4
2147,W231,1.4
3489,W488,4.6
3463,W7,1.8
4237,W276,4.8
3814,W252,4.5
3439,W106,2.3
2989,W380,1.2
4594,W500,2.4
3016,W154,2.3
223,W369,2.2
1715,W104,3.2
1574,W118,3.7
2135,W241,3.0
4087,W353,1.5
3486,W249,2.3
4110,W183,4.7
326,W174,2.8
2471,W266,2.4
3426,W186,3.3
32,W112,1.7
1699,W196,1.9
3771,W338,1.8
3383,W36,3.7
4023,W216,4.7
2020,W99,1.6
1452,W183,2.4
537,W437,4.4
3420,W475,4.0
2503,W296,1.5
3056,W331,3.5
4742,W454,3.4
1746,W55,2.3
840,W112,1.2
4727,W446,2.6
222,W44,3.4
4794,W230,5.0
1511,W328,3.2
4651,W1,1.0
1395,W249,2.3
3858,W10,4.7
3089,W368,2.4
3635,W448,2.2
3260,W464,2.9
647,W466,1.3
2364,W110,4.5
3212,W424,1.5
3367,W495,4.3
3683,W204,2.8
4854,W350,1.6
4020,W457,2.7
1947,W154,2.2
568,W21,1.8
232,W215,3.3
157,W39,4.6
1762,W472,2.4
695,W471,4.6
1066,W378,3.4
3594,W471,1.8
4495,W441,1.9
2850,W77,4.0
676,W125,1.5
3735,W133,2.8
348,W394,1.7
3688,W431,3.9
970,W240,4.9
2681,W428,1.7
4645,W44,4.2
2900,W50,1.2
1667,W397,3.4
3641,W133,1.3
4914,W219,4.3
3645,W76,2.7
583,W367,1.8
1392,W207,4.3
3486,W376,4.4
2158,W145,1.6
3531,W5,3.6
1763,W236,3.3
4666,W487,5.0
1798,W394,3.2
3655,W383,4.8
1447,W73,2.6
417,W69,1.9
3621,W292,2.6
3490,W429,4.9
3579,W108,1.2
909,W383,2.8
4421,W462,1.4
14,W144,1.7
952,W437,2.6
3019,W257,4.6
2870,W461,3.9
4379,W166,3.6
3809,W255,4.1
2611,W463,3.0
3021,W406,1.8
700,W173,3.5
2578,W436,4.3
762,W168,3.8
1911,W454,3.6
4181,W177,3.0
1542,W212,2.2
4483,W491,2.8
4947,W24,3.1
3861,W194,1.5
2058,W480,3.7
4493,W348,2.9
3942,W406,3.2
1362,W56,1.0
4143,W277,3.8
4622,W238,1.4
4275,W192,1.4
2205,W321,1.4
4464,W434,4.3
4739,W256,1.5
2136,W365,2.9
2855,W419,1.9
4959,W136,4.6
2041,W384,1.6
4764,W310,4.7
2776,W431,4.9
3899,W206,1.5
335,W185,3.2
645,W280,3.5
4817,W149,1.4
2185,W243,3.7
2743,W201,3.8
2789,W81,2.9
1866,W451,2.4
844,W39,2.2
817,W286,3.7
4142,W324,1.0
4377,W371,2.0
1509,W415,2.9
1034,W165,4.0
4157,W438,3.4
1975,W266,3.2
1512,W184,1.3
4954,W208,1.4
1524,W11,1.5
4334,W92,3.8
142,W167,1.7
4515,W95,3.8
430,W422,2.2
4354,W78,3.5
21,W128,1.4
3207,W84,3.9
3301,W419,2.0
2738,W213,3.4
3337,W26,1.3
2397,W70,2.1
199,W485,1.3
2249,W155,3.4
898,W324,1.6
266,W315,2.4
2141,W421,3.1
3846,W218,1.7
3716,W17,1.9
484,W172,1.5
1473,W37,1.8
2722,W33,1.9
1070,W396,2.4
2813,W19,4.8
2687,W257,4.8
1642,W102,3.5
1898,W106,2.7
4163,W404,4.2
3921,W306,2.4
348,W276,2.3
2722,W408,2.7
3555,W244,4.1
3630,W468,4.1
4033,W131,4.4
2892,W374,4.3
1273,W185,4.2
4319,W48,3.1
1074,W134,2.5
1700,W340,3.1
972,W24,2.8
572,W394,4.0
3260,W366,4.6
1928,W25,3.6
3274,W270,1.4
3965,W64,3.6
269,W320,4.1
1321,W186,4.0
4197,W20,4.2
4386,W267,2.0
3836,W452,4.2
1534,W469,4.8
146,W497,1.7
1849,W108,4.9
2370,W193,2.3
4794,W427,3.5
3641,W376,4.4
1861,W351,4.4
4088,W18,4.5
3876,W55,3.2
1450,W214,3.4
1236,W34,4.3
843,W322,3.0
1928,W185,2.4
3666,W278,1.3
406,W491,3.9
1041,W364,3.4
1507,W412,4.3
679,W23,3.2
994,W367,1.1
735,W207,1.6
856,W45,4.7
784,W420,4.8
193,W297,1.1
144,W277,3.5
3673,W125,1.6
4651,W42,4.6
3710,W500,1.3
1385,W241,4.5
4962,W92,3.0
3910,W151,4.6
2833,W124,2.3
3156,W198,4.7
3077,W182,4.0
573,W383,2.2
4053,W461,1.6
2510,W301,3.2
4709,W26,1.2
3930,W28,4.6
3762,W265,1.2
4469,W325,2.2
2039,W23,2.3
3909,W100,4.0
3022,W118,2.9
1946,W105,1.0
2576,W256,1.3
1941,W494,3.9
4855,W200,3.9
850,W323,1.9
4046,W149,3.1
1247,W334,1.6
719,W417,3.1
4042,W104,2.2
1676,W170,4.8
3912,W333,3.5
1827,W436,2.7
1427,W100,2.6
4188,W156,2.0
1492,W55,4.7
4746,W411,4.8
3602,W306,3.5
2332,W208,3.6
2782,W62,1.6
4640,W497,2.3
3744,W91,4.7
3405,W424,1.2
1740,W431,3.4
2030,W51,3.0
3340,W4,1.7
2797,W328,2.8
674,W3,4.2
2490,W376,4.1
3237,W290,3.7
3170,W362,1.1
3126,W153,4.6
4428,W3,2.9
1568,W90,3.9
1646,W363,1.6
2956,W354,3.6
3610,W60,1.6
2694,W322,2.3
2689,W73,2.8
725,W33,4.7
2910,W256,1.9
133,W457,2.7
855,W341,1.9
1408,W219,3.8
4995,W77,3.5
500,W134,1.9
504,W410,1.5
3810,W353,2.4
410,W218,5.0
3219,W86,1.7
4931,W443,2.7
3680,W264,4.7
3908,W351,1.9
62,W131,3.4
596,W151,1.5
1973,W396,1.7
1152,W45,1.8
1712,W490,1.8
2981,W388,2.7
735,W426,3.1
2448,W175,2.9
1434,W335,3.3
4625,W359,3.5
703,W137,3.1
2223,W300,4.6
4801,W131,1.3
2773,W323,5.0
3780,W112,3.4
1515,W271,2.1
2210,W298,2.2
881,W346,1.4
3410,W432,1.8
1797,W174,1.3
1541,W449,4.3
1168,W29,3.3
1912,W33,3.2
607,W153,4.8
3675,W57,3.4
3089,W349,1.8
2221,W277,1.3
206,W403,1.7
4388,W351,4.1
4662,W384,4.4
2558,W332,4.4
2856,W232,1.1
2895,W377,2.9
3732,W317,3.3
4265,W381,2.5
4074,W414,2.4
1466,W316,3.3
2753,W398,2.7
999,W89,4.3
4217,W254,1.7
681,W281,2.7
3507,W280,1.5
1774,W405,2.9
2007,W122,2.1
4105,W425,4.3
2145,W40,3.3
2408,W252,1.2
3692,W18,1.7
3638,W454,3.6
254,W494,4.3
2863,W196,2.4
2268,W26,2.0
522,W181,2.1
1231,W493,2.6
4443,W318,3.4
2771,W42,4.4
4218,W48,3.2
3340,W121,1.2
1082,W43,2.2
844,W133,1.6
2602,W255,4.1
776,W129,4.9
4537,W290,2.6
2150,W41,4.3
1199,W471,1.7
108,W328,2.3
2987,W499,3.5
3383,W67,1.3
4131,W468,4.2
1486,W221,2.4
1619,W71,4.1
2,W338,2.2
3087,W120,3.2
1860,W234,1.1
68,W301,4.5
1095,W206,4.2
3793,W105,2.2
3773,W337,3.4
3319,W420,1.9
710,W366,1.3
623,W359,1.9
343,W393,3.8
2692,W4,3.5
3507,W181,4.8
1631,W120,4.9
3152,W404,1.3
4436,W454,2.8
449,W378,4.8
750,W103,1.5
4854,W142,1.2
2216,W186,3.3
1680,W406,3.6
355,W33,2.1
3634,W441,1.5
878,W406,3.6
4879,W49,1.9
3878,W311,4.7
55,W231,4.3
2917,W382,1.3
1041,W210,4.8
3434,W354,1.2
3692,W236,2.1
4113,W80,4.2
4330,W91,4.9
